file_name,label,instrument,type_of_sound,root_note,chord_type
5612.wav,A:hdim7/5,non_guitar,Steinway_Grand_Piano,A,hdim7/5
5613.wav,A:hdim7/7,non_guitar,Steinway_Grand_Piano,A,hdim7/7
5614.wav,A#:hdim7,non_guitar,Steinway_Grand_Piano,A#,hdim7
5615.wav,A#:hdim7/3,non_guitar,Steinway_Grand_Piano,A#,hdim7/3
5616.wav,A#:hdim7/5,non_guitar,Steinway_Grand_Piano,A#,hdim7/5
5617.wav,A#:hdim7/7,non_guitar,Steinway_Grand_Piano,A#,hdim7/7
5618.wav,B:hdim7,non_guitar,Steinway_Grand_Piano,B,hdim7
5619.wav,B:hdim7/3,non_guitar,Steinway_Grand_Piano,B,hdim7/3
5620.wav,B:hdim7/5,non_guitar,Steinway_Grand_Piano,B,hdim7/5
5621.wav,B:hdim7/7,non_guitar,Steinway_Grand_Piano,B,hdim7/7
5622.wav,C:hdim7,non_guitar,Steinway_Grand_Piano,C,hdim7
5623.wav,C:hdim7/3,non_guitar,Steinway_Grand_Piano,C,hdim7/3
5624.wav,C:hdim7/5,non_guitar,Steinway_Grand_Piano,C,hdim7/5
5625.wav,C:hdim7/7,non_guitar,Steinway_Grand_Piano,C,hdim7/7
5626.wav,C#:hdim7,non_guitar,Steinway_Grand_Piano,C#,hdim7
5627.wav,C#:hdim7/3,non_guitar,Steinway_Grand_Piano,C#,hdim7/3
5628.wav,C#:hdim7/5,non_guitar,Steinway_Grand_Piano,C#,hdim7/5
5629.wav,C#:hdim7/7,non_guitar,Steinway_Grand_Piano,C#,hdim7/7
5630.wav,D:hdim7,non_guitar,Steinway_Grand_Piano,D,hdim7
5631.wav,D:hdim7/3,non_guitar,Steinway_Grand_Piano,D,hdim7/3
5632.wav,D:hdim7/5,non_guitar,Steinway_Grand_Piano,D,hdim7/5
5633.wav,D:hdim7/7,non_guitar,Steinway_Grand_Piano,D,hdim7/7
5634.wav,D#:hdim7,non_guitar,Steinway_Grand_Piano,D#,hdim7
5635.wav,D#:hdim7/3,non_guitar,Steinway_Grand_Piano,D#,hdim7/3
5636.wav,D#:hdim7/5,non_guitar,Steinway_Grand_Piano,D#,hdim7/5
5637.wav,D#:hdim7/7,non_guitar,Steinway_Grand_Piano,D#,hdim7/7
5638.wav,E:hdim7,non_guitar,Steinway_Grand_Piano,E,hdim7
5639.wav,E:hdim7/3,non_guitar,Steinway_Grand_Piano,E,hdim7/3
5640.wav,E:hdim7/5,non_guitar,Steinway_Grand_Piano,E,hdim7/5
5641.wav,E:hdim7/7,non_guitar,Steinway_Grand_Piano,E,hdim7/7
5642.wav,F:hdim7,non_guitar,Steinway_Grand_Piano,F,hdim7
5643.wav,F:hdim7/3,non_guitar,Steinway_Grand_Piano,F,hdim7/3
5644.wav,F:hdim7/5,non_guitar,Steinway_Grand_Piano,F,hdim7/5
5645.wav,F:hdim7/7,non_guitar,Steinway_Grand_Piano,F,hdim7/7
5646.wav,F#:hdim7,non_guitar,Steinway_Grand_Piano,F#,hdim7
5647.wav,F#:hdim7/3,non_guitar,Steinway_Grand_Piano,F#,hdim7/3
5648.wav,F#:hdim7/5,non_guitar,Steinway_Grand_Piano,F#,hdim7/5
5649.wav,F#:hdim7/7,non_guitar,Steinway_Grand_Piano,F#,hdim7/7
5650.wav,G:hdim7,non_guitar,Steinway_Grand_Piano,G,hdim7
5651.wav,G:hdim7/3,non_guitar,Steinway_Grand_Piano,G,hdim7/3
5652.wav,G:hdim7/5,non_guitar,Steinway_Grand_Piano,G,hdim7/5
5653.wav,G:hdim7/7,non_guitar,Steinway_Grand_Piano,G,hdim7/7
5654.wav,G#:hdim7,non_guitar,Steinway_Grand_Piano,G#,hdim7
5655.wav,G#:hdim7/3,non_guitar,Steinway_Grand_Piano,G#,hdim7/3
5656.wav,G#:hdim7/5,non_guitar,Steinway_Grand_Piano,G#,hdim7/5
5657.wav,G#:hdim7/7,non_guitar,Steinway_Grand_Piano,G#,hdim7/7
5658.wav,A:hdim7,non_guitar,Steinway_Grand_Piano,A,hdim7
5659.wav,A:hdim7/3,non_guitar,Steinway_Grand_Piano,A,hdim7/3
5660.wav,A:hdim7/5,non_guitar,Steinway_Grand_Piano,A,hdim7/5
5661.wav,A:hdim7/7,non_guitar,Steinway_Grand_Piano,A,hdim7/7
5662.wav,A#:hdim7,non_guitar,Steinway_Grand_Piano,A#,hdim7
5663.wav,A#:hdim7/3,non_guitar,Steinway_Grand_Piano,A#,hdim7/3
5664.wav,A#:hdim7/5,non_guitar,Steinway_Grand_Piano,A#,hdim7/5
5665.wav,A#:hdim7/7,non_guitar,Steinway_Grand_Piano,A#,hdim7/7
5666.wav,B:hdim7,non_guitar,Steinway_Grand_Piano,B,hdim7
5667.wav,B:hdim7/3,non_guitar,Steinway_Grand_Piano,B,hdim7/3
5668.wav,B:hdim7/5,non_guitar,Steinway_Grand_Piano,B,hdim7/5
5669.wav,B:hdim7/7,non_guitar,Steinway_Grand_Piano,B,hdim7/7
5670.wav,C:maj,non_guitar,Deluxe_Modern,C,maj
5671.wav,C:maj/3,non_guitar,Deluxe_Modern,C,maj/3
5672.wav,C:maj/5,non_guitar,Deluxe_Modern,C,maj/5
5673.wav,C#:maj,non_guitar,Deluxe_Modern,C#,maj
5674.wav,C#:maj/3,non_guitar,Deluxe_Modern,C#,maj/3
5675.wav,C#:maj/5,non_guitar,Deluxe_Modern,C#,maj/5
5676.wav,D:maj,non_guitar,Deluxe_Modern,D,maj
5677.wav,D:maj/3,non_guitar,Deluxe_Modern,D,maj/3
5678.wav,D:maj/5,non_guitar,Deluxe_Modern,D,maj/5
5679.wav,D#:maj,non_guitar,Deluxe_Modern,D#,maj
5680.wav,D#:maj/3,non_guitar,Deluxe_Modern,D#,maj/3
5681.wav,D#:maj/5,non_guitar,Deluxe_Modern,D#,maj/5
5682.wav,E:maj,non_guitar,Deluxe_Modern,E,maj
5683.wav,E:maj/3,non_guitar,Deluxe_Modern,E,maj/3
5684.wav,E:maj/5,non_guitar,Deluxe_Modern,E,maj/5
5685.wav,F:maj,non_guitar,Deluxe_Modern,F,maj
5686.wav,F:maj/3,non_guitar,Deluxe_Modern,F,maj/3
5687.wav,F:maj/5,non_guitar,Deluxe_Modern,F,maj/5
5688.wav,F#:maj,non_guitar,Deluxe_Modern,F#,maj
5689.wav,F#:maj/3,non_guitar,Deluxe_Modern,F#,maj/3
5690.wav,F#:maj/5,non_guitar,Deluxe_Modern,F#,maj/5
5691.wav,G:maj,non_guitar,Deluxe_Modern,G,maj
5692.wav,G:maj/3,non_guitar,Deluxe_Modern,G,maj/3
5693.wav,G:maj/5,non_guitar,Deluxe_Modern,G,maj/5
5694.wav,G#:maj,non_guitar,Deluxe_Modern,G#,maj
5695.wav,G#:maj/3,non_guitar,Deluxe_Modern,G#,maj/3
5696.wav,G#:maj/5,non_guitar,Deluxe_Modern,G#,maj/5
5697.wav,A:maj,non_guitar,Deluxe_Modern,A,maj
5698.wav,A:maj/3,non_guitar,Deluxe_Modern,A,maj/3
5699.wav,A:maj/5,non_guitar,Deluxe_Modern,A,maj/5
5700.wav,A#:maj,non_guitar,Deluxe_Modern,A#,maj
5701.wav,A#:maj/3,non_guitar,Deluxe_Modern,A#,maj/3
5702.wav,A#:maj/5,non_guitar,Deluxe_Modern,A#,maj/5
5703.wav,B:maj,non_guitar,Deluxe_Modern,B,maj
5704.wav,B:maj/3,non_guitar,Deluxe_Modern,B,maj/3
5705.wav,B:maj/5,non_guitar,Deluxe_Modern,B,maj/5
5706.wav,C:maj,non_guitar,Deluxe_Modern,C,maj
5707.wav,C:maj/3,non_guitar,Deluxe_Modern,C,maj/3
5708.wav,C:maj/5,non_guitar,Deluxe_Modern,C,maj/5
5709.wav,C#:maj,non_guitar,Deluxe_Modern,C#,maj
5710.wav,C#:maj/3,non_guitar,Deluxe_Modern,C#,maj/3
5711.wav,C#:maj/5,non_guitar,Deluxe_Modern,C#,maj/5
5712.wav,D:maj,non_guitar,Deluxe_Modern,D,maj
5713.wav,D:maj/3,non_guitar,Deluxe_Modern,D,maj/3
5714.wav,D:maj/5,non_guitar,Deluxe_Modern,D,maj/5
5715.wav,D#:maj,non_guitar,Deluxe_Modern,D#,maj
5716.wav,D#:maj/3,non_guitar,Deluxe_Modern,D#,maj/3
5717.wav,D#:maj/5,non_guitar,Deluxe_Modern,D#,maj/5
5718.wav,E:maj,non_guitar,Deluxe_Modern,E,maj
5719.wav,E:maj/3,non_guitar,Deluxe_Modern,E,maj/3
5720.wav,E:maj/5,non_guitar,Deluxe_Modern,E,maj/5
5721.wav,F:maj,non_guitar,Deluxe_Modern,F,maj
5722.wav,F:maj/3,non_guitar,Deluxe_Modern,F,maj/3
5723.wav,F:maj/5,non_guitar,Deluxe_Modern,F,maj/5
5724.wav,F#:maj,non_guitar,Deluxe_Modern,F#,maj
5725.wav,F#:maj/3,non_guitar,Deluxe_Modern,F#,maj/3
5726.wav,F#:maj/5,non_guitar,Deluxe_Modern,F#,maj/5
5727.wav,G:maj,non_guitar,Deluxe_Modern,G,maj
5728.wav,G:maj/3,non_guitar,Deluxe_Modern,G,maj/3
5729.wav,G:maj/5,non_guitar,Deluxe_Modern,G,maj/5
5730.wav,G#:maj,non_guitar,Deluxe_Modern,G#,maj
5731.wav,G#:maj/3,non_guitar,Deluxe_Modern,G#,maj/3
5732.wav,G#:maj/5,non_guitar,Deluxe_Modern,G#,maj/5
5733.wav,A:maj,non_guitar,Deluxe_Modern,A,maj
5734.wav,A:maj/3,non_guitar,Deluxe_Modern,A,maj/3
5735.wav,A:maj/5,non_guitar,Deluxe_Modern,A,maj/5
5736.wav,A#:maj,non_guitar,Deluxe_Modern,A#,maj
5737.wav,A#:maj/3,non_guitar,Deluxe_Modern,A#,maj/3
5738.wav,A#:maj/5,non_guitar,Deluxe_Modern,A#,maj/5
5739.wav,B:maj,non_guitar,Deluxe_Modern,B,maj
5740.wav,B:maj/3,non_guitar,Deluxe_Modern,B,maj/3
5741.wav,B:maj/5,non_guitar,Deluxe_Modern,B,maj/5
5742.wav,C:min,non_guitar,Deluxe_Modern,C,min
5743.wav,C:min/3,non_guitar,Deluxe_Modern,C,min/3
5744.wav,C:min/5,non_guitar,Deluxe_Modern,C,min/5
5745.wav,C#:min,non_guitar,Deluxe_Modern,C#,min
5746.wav,C#:min/3,non_guitar,Deluxe_Modern,C#,min/3
5747.wav,C#:min/5,non_guitar,Deluxe_Modern,C#,min/5
5748.wav,D:min,non_guitar,Deluxe_Modern,D,min
5749.wav,D:min/3,non_guitar,Deluxe_Modern,D,min/3
5750.wav,D:min/5,non_guitar,Deluxe_Modern,D,min/5
5751.wav,D#:min,non_guitar,Deluxe_Modern,D#,min
5752.wav,D#:min/3,non_guitar,Deluxe_Modern,D#,min/3
5753.wav,D#:min/5,non_guitar,Deluxe_Modern,D#,min/5
5754.wav,E:min,non_guitar,Deluxe_Modern,E,min
5755.wav,E:min/3,non_guitar,Deluxe_Modern,E,min/3
5756.wav,E:min/5,non_guitar,Deluxe_Modern,E,min/5
5757.wav,F:min,non_guitar,Deluxe_Modern,F,min
5758.wav,F:min/3,non_guitar,Deluxe_Modern,F,min/3
5759.wav,F:min/5,non_guitar,Deluxe_Modern,F,min/5
5760.wav,F#:min,non_guitar,Deluxe_Modern,F#,min
5761.wav,F#:min/3,non_guitar,Deluxe_Modern,F#,min/3
5762.wav,F#:min/5,non_guitar,Deluxe_Modern,F#,min/5
5763.wav,G:min,non_guitar,Deluxe_Modern,G,min
5764.wav,G:min/3,non_guitar,Deluxe_Modern,G,min/3
5765.wav,G:min/5,non_guitar,Deluxe_Modern,G,min/5
5766.wav,G#:min,non_guitar,Deluxe_Modern,G#,min
5767.wav,G#:min/3,non_guitar,Deluxe_Modern,G#,min/3
5768.wav,G#:min/5,non_guitar,Deluxe_Modern,G#,min/5
5769.wav,A:min,non_guitar,Deluxe_Modern,A,min
5770.wav,A:min/3,non_guitar,Deluxe_Modern,A,min/3
5771.wav,A:min/5,non_guitar,Deluxe_Modern,A,min/5
5772.wav,A#:min,non_guitar,Deluxe_Modern,A#,min
5773.wav,A#:min/3,non_guitar,Deluxe_Modern,A#,min/3
5774.wav,A#:min/5,non_guitar,Deluxe_Modern,A#,min/5
5775.wav,B:min,non_guitar,Deluxe_Modern,B,min
5776.wav,B:min/3,non_guitar,Deluxe_Modern,B,min/3
5777.wav,B:min/5,non_guitar,Deluxe_Modern,B,min/5
5778.wav,C:min,non_guitar,Deluxe_Modern,C,min
5779.wav,C:min/3,non_guitar,Deluxe_Modern,C,min/3
5780.wav,C:min/5,non_guitar,Deluxe_Modern,C,min/5
5781.wav,C#:min,non_guitar,Deluxe_Modern,C#,min
5782.wav,C#:min/3,non_guitar,Deluxe_Modern,C#,min/3
5783.wav,C#:min/5,non_guitar,Deluxe_Modern,C#,min/5
5784.wav,D:min,non_guitar,Deluxe_Modern,D,min
5785.wav,D:min/3,non_guitar,Deluxe_Modern,D,min/3
5786.wav,D:min/5,non_guitar,Deluxe_Modern,D,min/5
5787.wav,D#:min,non_guitar,Deluxe_Modern,D#,min
5788.wav,D#:min/3,non_guitar,Deluxe_Modern,D#,min/3
5789.wav,D#:min/5,non_guitar,Deluxe_Modern,D#,min/5
5790.wav,E:min,non_guitar,Deluxe_Modern,E,min
5791.wav,E:min/3,non_guitar,Deluxe_Modern,E,min/3
5792.wav,E:min/5,non_guitar,Deluxe_Modern,E,min/5
5793.wav,F:min,non_guitar,Deluxe_Modern,F,min
5794.wav,F:min/3,non_guitar,Deluxe_Modern,F,min/3
5795.wav,F:min/5,non_guitar,Deluxe_Modern,F,min/5
5796.wav,F#:min,non_guitar,Deluxe_Modern,F#,min
5797.wav,F#:min/3,non_guitar,Deluxe_Modern,F#,min/3
5798.wav,F#:min/5,non_guitar,Deluxe_Modern,F#,min/5
5799.wav,G:min,non_guitar,Deluxe_Modern,G,min
5800.wav,G:min/3,non_guitar,Deluxe_Modern,G,min/3
5801.wav,G:min/5,non_guitar,Deluxe_Modern,G,min/5
5802.wav,G#:min,non_guitar,Deluxe_Modern,G#,min
5803.wav,G#:min/3,non_guitar,Deluxe_Modern,G#,min/3
5804.wav,G#:min/5,non_guitar,Deluxe_Modern,G#,min/5
5805.wav,A:min,non_guitar,Deluxe_Modern,A,min
5806.wav,A:min/3,non_guitar,Deluxe_Modern,A,min/3
5807.wav,A:min/5,non_guitar,Deluxe_Modern,A,min/5
5808.wav,A#:min,non_guitar,Deluxe_Modern,A#,min
5809.wav,A#:min/3,non_guitar,Deluxe_Modern,A#,min/3
5810.wav,A#:min/5,non_guitar,Deluxe_Modern,A#,min/5
5811.wav,B:min,non_guitar,Deluxe_Modern,B,min
5812.wav,B:min/3,non_guitar,Deluxe_Modern,B,min/3
5813.wav,B:min/5,non_guitar,Deluxe_Modern,B,min/5
5814.wav,C:maj7,non_guitar,Deluxe_Modern,C,maj7
5815.wav,C:maj7/3,non_guitar,Deluxe_Modern,C,maj7/3
5816.wav,C:maj7/5,non_guitar,Deluxe_Modern,C,maj7/5
5817.wav,C:maj7/7,non_guitar,Deluxe_Modern,C,maj7/7
5818.wav,C#:maj7,non_guitar,Deluxe_Modern,C#,maj7
5819.wav,C#:maj7/3,non_guitar,Deluxe_Modern,C#,maj7/3
5820.wav,C#:maj7/5,non_guitar,Deluxe_Modern,C#,maj7/5
5821.wav,C#:maj7/7,non_guitar,Deluxe_Modern,C#,maj7/7
5822.wav,D:maj7,non_guitar,Deluxe_Modern,D,maj7
5823.wav,D:maj7/3,non_guitar,Deluxe_Modern,D,maj7/3
5824.wav,D:maj7/5,non_guitar,Deluxe_Modern,D,maj7/5
5825.wav,D:maj7/7,non_guitar,Deluxe_Modern,D,maj7/7
5826.wav,D#:maj7,non_guitar,Deluxe_Modern,D#,maj7
5827.wav,D#:maj7/3,non_guitar,Deluxe_Modern,D#,maj7/3
5828.wav,D#:maj7/5,non_guitar,Deluxe_Modern,D#,maj7/5
5829.wav,D#:maj7/7,non_guitar,Deluxe_Modern,D#,maj7/7
5830.wav,E:maj7,non_guitar,Deluxe_Modern,E,maj7
5831.wav,E:maj7/3,non_guitar,Deluxe_Modern,E,maj7/3
5832.wav,E:maj7/5,non_guitar,Deluxe_Modern,E,maj7/5
5833.wav,E:maj7/7,non_guitar,Deluxe_Modern,E,maj7/7
5834.wav,F:maj7,non_guitar,Deluxe_Modern,F,maj7
5835.wav,F:maj7/3,non_guitar,Deluxe_Modern,F,maj7/3
5836.wav,F:maj7/5,non_guitar,Deluxe_Modern,F,maj7/5
5837.wav,F:maj7/7,non_guitar,Deluxe_Modern,F,maj7/7
5838.wav,F#:maj7,non_guitar,Deluxe_Modern,F#,maj7
5839.wav,F#:maj7/3,non_guitar,Deluxe_Modern,F#,maj7/3
5840.wav,F#:maj7/5,non_guitar,Deluxe_Modern,F#,maj7/5
5841.wav,F#:maj7/7,non_guitar,Deluxe_Modern,F#,maj7/7
5842.wav,G:maj7,non_guitar,Deluxe_Modern,G,maj7
5843.wav,G:maj7/3,non_guitar,Deluxe_Modern,G,maj7/3
5844.wav,G:maj7/5,non_guitar,Deluxe_Modern,G,maj7/5
5845.wav,G:maj7/7,non_guitar,Deluxe_Modern,G,maj7/7
5846.wav,G#:maj7,non_guitar,Deluxe_Modern,G#,maj7
5847.wav,G#:maj7/3,non_guitar,Deluxe_Modern,G#,maj7/3
5848.wav,G#:maj7/5,non_guitar,Deluxe_Modern,G#,maj7/5
5849.wav,G#:maj7/7,non_guitar,Deluxe_Modern,G#,maj7/7
5850.wav,A:maj7,non_guitar,Deluxe_Modern,A,maj7
5851.wav,A:maj7/3,non_guitar,Deluxe_Modern,A,maj7/3
5852.wav,A:maj7/5,non_guitar,Deluxe_Modern,A,maj7/5
5853.wav,A:maj7/7,non_guitar,Deluxe_Modern,A,maj7/7
5854.wav,A#:maj7,non_guitar,Deluxe_Modern,A#,maj7
5855.wav,A#:maj7/3,non_guitar,Deluxe_Modern,A#,maj7/3
5856.wav,A#:maj7/5,non_guitar,Deluxe_Modern,A#,maj7/5
5857.wav,A#:maj7/7,non_guitar,Deluxe_Modern,A#,maj7/7
5858.wav,B:maj7,non_guitar,Deluxe_Modern,B,maj7
5859.wav,B:maj7/3,non_guitar,Deluxe_Modern,B,maj7/3
5860.wav,B:maj7/5,non_guitar,Deluxe_Modern,B,maj7/5
5861.wav,B:maj7/7,non_guitar,Deluxe_Modern,B,maj7/7
5862.wav,C:maj7,non_guitar,Deluxe_Modern,C,maj7
5863.wav,C:maj7/3,non_guitar,Deluxe_Modern,C,maj7/3
5864.wav,C:maj7/5,non_guitar,Deluxe_Modern,C,maj7/5
5865.wav,C:maj7/7,non_guitar,Deluxe_Modern,C,maj7/7
5866.wav,C#:maj7,non_guitar,Deluxe_Modern,C#,maj7
5867.wav,C#:maj7/3,non_guitar,Deluxe_Modern,C#,maj7/3
5868.wav,C#:maj7/5,non_guitar,Deluxe_Modern,C#,maj7/5
5869.wav,C#:maj7/7,non_guitar,Deluxe_Modern,C#,maj7/7
5870.wav,D:maj7,non_guitar,Deluxe_Modern,D,maj7
5871.wav,D:maj7/3,non_guitar,Deluxe_Modern,D,maj7/3
5872.wav,D:maj7/5,non_guitar,Deluxe_Modern,D,maj7/5
5873.wav,D:maj7/7,non_guitar,Deluxe_Modern,D,maj7/7
5874.wav,D#:maj7,non_guitar,Deluxe_Modern,D#,maj7
5875.wav,D#:maj7/3,non_guitar,Deluxe_Modern,D#,maj7/3
5876.wav,D#:maj7/5,non_guitar,Deluxe_Modern,D#,maj7/5
5877.wav,D#:maj7/7,non_guitar,Deluxe_Modern,D#,maj7/7
5878.wav,E:maj7,non_guitar,Deluxe_Modern,E,maj7
5879.wav,E:maj7/3,non_guitar,Deluxe_Modern,E,maj7/3
5880.wav,E:maj7/5,non_guitar,Deluxe_Modern,E,maj7/5
5881.wav,E:maj7/7,non_guitar,Deluxe_Modern,E,maj7/7
5882.wav,F:maj7,non_guitar,Deluxe_Modern,F,maj7
5883.wav,F:maj7/3,non_guitar,Deluxe_Modern,F,maj7/3
5884.wav,F:maj7/5,non_guitar,Deluxe_Modern,F,maj7/5
5885.wav,F:maj7/7,non_guitar,Deluxe_Modern,F,maj7/7
5886.wav,F#:maj7,non_guitar,Deluxe_Modern,F#,maj7
5887.wav,F#:maj7/3,non_guitar,Deluxe_Modern,F#,maj7/3
5888.wav,F#:maj7/5,non_guitar,Deluxe_Modern,F#,maj7/5
5889.wav,F#:maj7/7,non_guitar,Deluxe_Modern,F#,maj7/7
5890.wav,G:maj7,non_guitar,Deluxe_Modern,G,maj7
5891.wav,G:maj7/3,non_guitar,Deluxe_Modern,G,maj7/3
5892.wav,G:maj7/5,non_guitar,Deluxe_Modern,G,maj7/5
5893.wav,G:maj7/7,non_guitar,Deluxe_Modern,G,maj7/7
5894.wav,G#:maj7,non_guitar,Deluxe_Modern,G#,maj7
5895.wav,G#:maj7/3,non_guitar,Deluxe_Modern,G#,maj7/3
5896.wav,G#:maj7/5,non_guitar,Deluxe_Modern,G#,maj7/5
5897.wav,G#:maj7/7,non_guitar,Deluxe_Modern,G#,maj7/7
5898.wav,A:maj7,non_guitar,Deluxe_Modern,A,maj7
5899.wav,A:maj7/3,non_guitar,Deluxe_Modern,A,maj7/3
5900.wav,A:maj7/5,non_guitar,Deluxe_Modern,A,maj7/5
5901.wav,A:maj7/7,non_guitar,Deluxe_Modern,A,maj7/7
5902.wav,A#:maj7,non_guitar,Deluxe_Modern,A#,maj7
5903.wav,A#:maj7/3,non_guitar,Deluxe_Modern,A#,maj7/3
5904.wav,A#:maj7/5,non_guitar,Deluxe_Modern,A#,maj7/5
5905.wav,A#:maj7/7,non_guitar,Deluxe_Modern,A#,maj7/7
5906.wav,B:maj7,non_guitar,Deluxe_Modern,B,maj7
5907.wav,B:maj7/3,non_guitar,Deluxe_Modern,B,maj7/3
5908.wav,B:maj7/5,non_guitar,Deluxe_Modern,B,maj7/5
5909.wav,B:maj7/7,non_guitar,Deluxe_Modern,B,maj7/7
5910.wav,C:min7,non_guitar,Deluxe_Modern,C,min7
5911.wav,C:min7/3,non_guitar,Deluxe_Modern,C,min7/3
5912.wav,C:min7/5,non_guitar,Deluxe_Modern,C,min7/5
5913.wav,C:min7/7,non_guitar,Deluxe_Modern,C,min7/7
5914.wav,C#:min7,non_guitar,Deluxe_Modern,C#,min7
5915.wav,C#:min7/3,non_guitar,Deluxe_Modern,C#,min7/3
5916.wav,C#:min7/5,non_guitar,Deluxe_Modern,C#,min7/5
5917.wav,C#:min7/7,non_guitar,Deluxe_Modern,C#,min7/7
5918.wav,D:min7,non_guitar,Deluxe_Modern,D,min7
5919.wav,D:min7/3,non_guitar,Deluxe_Modern,D,min7/3
5920.wav,D:min7/5,non_guitar,Deluxe_Modern,D,min7/5
5921.wav,D:min7/7,non_guitar,Deluxe_Modern,D,min7/7
5922.wav,D#:min7,non_guitar,Deluxe_Modern,D#,min7
5923.wav,D#:min7/3,non_guitar,Deluxe_Modern,D#,min7/3
5924.wav,D#:min7/5,non_guitar,Deluxe_Modern,D#,min7/5
5925.wav,D#:min7/7,non_guitar,Deluxe_Modern,D#,min7/7
5926.wav,E:min7,non_guitar,Deluxe_Modern,E,min7
5927.wav,E:min7/3,non_guitar,Deluxe_Modern,E,min7/3
5928.wav,E:min7/5,non_guitar,Deluxe_Modern,E,min7/5
5929.wav,E:min7/7,non_guitar,Deluxe_Modern,E,min7/7
5930.wav,F:min7,non_guitar,Deluxe_Modern,F,min7
5931.wav,F:min7/3,non_guitar,Deluxe_Modern,F,min7/3
5932.wav,F:min7/5,non_guitar,Deluxe_Modern,F,min7/5
5933.wav,F:min7/7,non_guitar,Deluxe_Modern,F,min7/7
5934.wav,F#:min7,non_guitar,Deluxe_Modern,F#,min7
5935.wav,F#:min7/3,non_guitar,Deluxe_Modern,F#,min7/3
5936.wav,F#:min7/5,non_guitar,Deluxe_Modern,F#,min7/5
5937.wav,F#:min7/7,non_guitar,Deluxe_Modern,F#,min7/7
5938.wav,G:min7,non_guitar,Deluxe_Modern,G,min7
5939.wav,G:min7/3,non_guitar,Deluxe_Modern,G,min7/3
5940.wav,G:min7/5,non_guitar,Deluxe_Modern,G,min7/5
5941.wav,G:min7/7,non_guitar,Deluxe_Modern,G,min7/7
5942.wav,G#:min7,non_guitar,Deluxe_Modern,G#,min7
5943.wav,G#:min7/3,non_guitar,Deluxe_Modern,G#,min7/3
5944.wav,G#:min7/5,non_guitar,Deluxe_Modern,G#,min7/5
5945.wav,G#:min7/7,non_guitar,Deluxe_Modern,G#,min7/7
5946.wav,A:min7,non_guitar,Deluxe_Modern,A,min7
5947.wav,A:min7/3,non_guitar,Deluxe_Modern,A,min7/3
5948.wav,A:min7/5,non_guitar,Deluxe_Modern,A,min7/5
5949.wav,A:min7/7,non_guitar,Deluxe_Modern,A,min7/7
5950.wav,A#:min7,non_guitar,Deluxe_Modern,A#,min7
5951.wav,A#:min7/3,non_guitar,Deluxe_Modern,A#,min7/3
5952.wav,A#:min7/5,non_guitar,Deluxe_Modern,A#,min7/5
5953.wav,A#:min7/7,non_guitar,Deluxe_Modern,A#,min7/7
5954.wav,B:min7,non_guitar,Deluxe_Modern,B,min7
5955.wav,B:min7/3,non_guitar,Deluxe_Modern,B,min7/3
5956.wav,B:min7/5,non_guitar,Deluxe_Modern,B,min7/5
5957.wav,B:min7/7,non_guitar,Deluxe_Modern,B,min7/7
5958.wav,C:min7,non_guitar,Deluxe_Modern,C,min7
5959.wav,C:min7/3,non_guitar,Deluxe_Modern,C,min7/3
5960.wav,C:min7/5,non_guitar,Deluxe_Modern,C,min7/5
5961.wav,C:min7/7,non_guitar,Deluxe_Modern,C,min7/7
5962.wav,C#:min7,non_guitar,Deluxe_Modern,C#,min7
5963.wav,C#:min7/3,non_guitar,Deluxe_Modern,C#,min7/3
5964.wav,C#:min7/5,non_guitar,Deluxe_Modern,C#,min7/5
5965.wav,C#:min7/7,non_guitar,Deluxe_Modern,C#,min7/7
5966.wav,D:min7,non_guitar,Deluxe_Modern,D,min7
5967.wav,D:min7/3,non_guitar,Deluxe_Modern,D,min7/3
5968.wav,D:min7/5,non_guitar,Deluxe_Modern,D,min7/5
5969.wav,D:min7/7,non_guitar,Deluxe_Modern,D,min7/7
5970.wav,D#:min7,non_guitar,Deluxe_Modern,D#,min7
5971.wav,D#:min7/3,non_guitar,Deluxe_Modern,D#,min7/3
5972.wav,D#:min7/5,non_guitar,Deluxe_Modern,D#,min7/5
5973.wav,D#:min7/7,non_guitar,Deluxe_Modern,D#,min7/7
5974.wav,E:min7,non_guitar,Deluxe_Modern,E,min7
5975.wav,E:min7/3,non_guitar,Deluxe_Modern,E,min7/3
5976.wav,E:min7/5,non_guitar,Deluxe_Modern,E,min7/5
5977.wav,E:min7/7,non_guitar,Deluxe_Modern,E,min7/7
5978.wav,F:min7,non_guitar,Deluxe_Modern,F,min7
5979.wav,F:min7/3,non_guitar,Deluxe_Modern,F,min7/3
5980.wav,F:min7/5,non_guitar,Deluxe_Modern,F,min7/5
5981.wav,F:min7/7,non_guitar,Deluxe_Modern,F,min7/7
5982.wav,F#:min7,non_guitar,Deluxe_Modern,F#,min7
5983.wav,F#:min7/3,non_guitar,Deluxe_Modern,F#,min7/3
5984.wav,F#:min7/5,non_guitar,Deluxe_Modern,F#,min7/5
5985.wav,F#:min7/7,non_guitar,Deluxe_Modern,F#,min7/7
5986.wav,G:min7,non_guitar,Deluxe_Modern,G,min7
5987.wav,G:min7/3,non_guitar,Deluxe_Modern,G,min7/3
5988.wav,G:min7/5,non_guitar,Deluxe_Modern,G,min7/5
5989.wav,G:min7/7,non_guitar,Deluxe_Modern,G,min7/7
